1	0.599986	0.050880	0.125110	1.460000
2	0.486201	0.263946	0.268638	1.460000
3	0.578756	0.161240	0.131408	1.460000
4	0.601694	0.045487	0.118827	1.460000
5	0.529716	0.124177	0.286717	1.460000
6	0.578914	0.130875	0.161106	1.460000
7	0.510137	-0.040225	-0.341126	1.460000
8	0.605017	0.079969	0.076052	1.460000
9	0.535920	0.081666	0.290423	1.460000
10	0.589685	0.136176	0.109326	1.460000
11	0.558435	0.141009	0.215620	1.460000
12	0.609985	0.077589	-0.011089	1.460000
13	0.582965	0.186502	0.059944	1.460000
14	0.593120	0.059936	0.151134	1.460000
15	0.588341	0.177458	-0.024265	1.460000
16	0.582291	0.186314	-0.066700	1.460000
17	0.586647	0.100480	0.154837	1.460000
18	0.581154	0.186973	-0.074336	1.460000
19	0.585895	0.185569	0.022708	1.460000
20	0.561638	0.246437	0.045354	1.460000
21	0.533338	0.167309	-0.256482	1.460000
22	0.548188	0.135545	-0.243602	1.460000
23	0.609931	0.045374	-0.064423	1.460000
24	0.550045	0.168468	-0.217471	1.460000
25	0.587180	0.108001	0.147582	1.460000
26	0.583625	-0.028518	0.191816	1.460000
27	0.566645	0.066820	0.229506	1.460000
28	0.560969	0.251533	-0.016431	1.460000
29	0.576161	0.213868	-0.022884	1.460000
30	0.577390	0.054266	0.204697	1.460000
31	0.595657	0.119640	0.095414	1.460000
32	0.614254	-0.030268	-0.000535	1.460000
33	0.562571	0.201379	-0.145550	1.460000
34	0.492898	0.056489	0.363436	1.460000
35	0.595020	0.072139	0.137738	1.460000
36	0.538630	0.289865	-0.063888	1.460000
37	0.525452	0.124714	0.294230	1.460000
38	0.442181	0.406709	-0.131488	1.460000
39	0.573958	0.218494	0.032520	1.460000
40	0.598258	0.078462	-0.118980	1.460000
41	0.587863	0.114622	0.139658	1.460000
42	0.575722	0.187916	-0.107036	1.460000
43	0.566454	0.132783	0.199309	1.460000
44	0.543235	0.066596	0.280509	1.460000
45	0.571267	0.186700	0.130469	1.460000
46	0.602619	-0.119932	-0.026297	1.460000
47	0.552586	0.269404	-0.017192	1.460000
48	0.450676	0.416390	-0.041657	1.460000
49	0.599709	0.112917	-0.076312	1.460000
50	0.564294	-0.073786	-0.233137	1.460000
51	0.601223	0.092712	0.090336	1.460000
52	0.520140	0.255017	0.206510	1.460000
53	0.598521	0.119412	0.075754	1.460000
54	0.557431	-0.101964	0.238954	1.460000
55	0.517316	0.095741	-0.318501	1.460000
56	0.569185	0.153009	-0.175619	1.460000
57	0.554131	0.246637	0.101659	1.460000
58	0.612538	-0.054440	-0.007635	1.460000
59	0.594275	0.150287	-0.049762	1.460000
60	0.563789	0.237410	-0.063275	1.460000
61	0.581328	0.137861	0.145865	1.460000
62	0.608710	-0.074963	0.045581	1.460000
63	0.589062	0.172442	0.038659	1.460000
64	0.588997	0.176840	-0.005960	1.460000
65	0.588313	0.176823	-0.029082	1.460000
66	0.567984	0.187409	0.143166	1.460000
67	0.608924	0.042585	-0.074985	1.460000
68	0.579275	0.157540	-0.133593	1.460000
69	0.559157	0.180446	0.181681	1.460000
70	0.583874	-0.125294	0.147030	1.460000
71	0.609413	0.055529	-0.061293	1.460000
72	0.614656	0.017280	0.011150	1.460000
73	0.601404	-0.035347	-0.123648	1.460000
74	0.606762	0.099856	0.009668	1.460000
75	0.609546	0.080654	0.013172	1.460000
76	0.604547	-0.003940	-0.112840	1.460000
