1	0.582632	0.082577	0.178734	-0.760000
2	0.539361	0.281313	0.090432	-0.760000
3	0.257837	0.524541	-0.191316	-0.760000
4	0.576044	0.215376	-0.003394	-0.760000
5	0.606481	0.042039	-0.092946	-0.760000
6	0.337730	0.491121	-0.151538	-0.760000
7	0.554095	0.250839	-0.091015	-0.760000
8	0.567807	0.153823	0.179328	-0.760000
9	0.365443	-0.494509	-0.011691	-0.760000
10	0.562362	0.214220	0.126822	-0.760000
11	0.528065	0.304970	0.079783	-0.760000
12	0.502061	0.322864	0.148050	-0.760000
13	0.530118	0.275455	-0.146028	-0.760000
14	0.589754	0.173788	-0.014603	-0.760000
15	0.577429	0.188365	-0.096536	-0.760000
16	0.523110	-0.000135	0.323390	-0.760000
17	0.547075	-0.259962	0.106553	-0.760000
18	0.566127	-0.239200	-0.022545	-0.760000
19	0.496700	0.293814	0.212574	-0.760000
20	0.465892	0.401337	0.009896	-0.760000
21	0.587079	0.143297	-0.114144	-0.760000
22	0.593458	0.125074	-0.101930	-0.760000
23	0.574069	0.217968	0.034058	-0.760000
24	0.546902	0.232825	-0.157848	-0.760000
25	0.613500	-0.006569	-0.042428	-0.760000
26	0.612728	0.052504	-0.005696	-0.760000
27	0.546853	-0.223945	0.170370	-0.760000
28	0.502387	0.344310	-0.085342	-0.760000
29	0.479945	0.326748	-0.202763	-0.760000
30	0.482998	0.379377	0.031785	-0.760000
31	0.543386	0.255923	0.132136	-0.760000
32	0.612930	0.019928	0.046316	-0.760000
33	0.593602	0.159130	-0.023219	-0.760000
34	0.583089	0.187382	0.055854	-0.760000
35	0.597886	-0.142492	-0.021296	-0.760000
36	0.595073	-0.090282	0.126340	-0.760000
37	0.448516	0.265556	0.326402	-0.760000
38	0.586632	0.166870	-0.079006	-0.760000
39	0.594321	0.157084	0.018235	-0.760000
40	0.561336	0.222317	0.117053	-0.760000
41	0.612780	-0.043124	-0.029424	-0.760000
42	0.602370	-0.123664	-0.009099	-0.760000
43	0.611119	0.040704	0.055695	-0.760000
44	0.612925	-0.039827	0.031009	-0.760000
45	0.417278	0.427737	0.145413	-0.760000
46	0.518401	0.263382	0.200287	-0.760000
